num_robot_dir;num_exp_file;reachingTargetTime
140;1;17161
140;1;518
140;1;0
140;10;1205951
140;10;17316
140;10;0
140;10;1155244
140;10;50707
140;10;16788
140;10;528
140;10;0
140;11;1330758
140;11;18536
140;11;0
140;11;1280339
140;11;50419
140;11;17953
140;11;583
140;11;0
140;12;1327742
140;12;18889
140;12;0
140;12;1277130
140;12;50612
140;12;18320
140;12;569
140;12;0
140;13;1378832
140;13;19246
140;13;0
140;13;1328466
140;13;50366
140;13;18724
140;13;522
140;13;0
140;14;1328367
140;14;18550
140;14;0
140;14;1277975
140;14;50392
140;14;18007
140;14;543
140;14;0
140;15;1153240
140;15;16554
140;15;0
140;15;1103659
140;15;49581
140;15;16011
140;15;543
140;15;0
140;16;1241057
140;16;17426
140;16;0
140;16;1190437
140;16;50620
140;16;16899
140;16;527
140;16;0
140;17;1238909
140;17;18089
140;17;0
140;17;1188750
140;17;50159
140;17;17542
140;17;547
140;17;0
140;18;1439974
140;18;19171
140;18;0
140;18;1390228
140;18;49746
140;18;18628
140;18;543
140;18;0
140;19;1253271
140;19;17716
140;19;0
140;19;1203695
140;19;49576
140;19;17162
140;19;554
140;19;0
140;2;1200471
140;2;16629
140;2;0
140;2;1150332
140;2;50139
140;2;16048
140;2;581
140;2;0
140;20;1215130
140;20;17422
140;20;0
140;20;1164835
140;20;50295
140;20;16904
140;20;518
140;20;0
140;21;1193813
140;21;17482
140;21;0
140;21;1143161
140;21;50652
140;21;16892
140;21;590
140;21;0
140;22;1100539
140;22;16349
140;22;0
140;22;1051001
140;22;49538
140;22;15855
140;22;494
140;22;0
140;23;1249000
140;23;17617
140;23;0
140;23;1199071
140;23;49929
140;23;17051
140;23;566
140;23;0
140;24;1394731
140;24;18859
140;24;0
140;24;1344125
140;24;50606
140;24;18288
140;24;571
140;24;0
140;25;1402280
140;25;18937
140;25;0
140;25;1352844
140;25;49436
140;25;18448
140;25;489
140;25;0
140;26;1263223
140;26;18749
140;26;0
140;26;1212873
140;26;50350
140;26;18160
140;26;589
140;26;0
140;27;1298289
140;27;18356
140;27;0
140;27;1248322
140;27;49967
140;27;17840
140;27;516
140;27;0
140;28;1292896
140;28;18400
140;28;0
140;28;1242982
140;28;49914
140;28;17853
140;28;547
140;28;0
140;29;1301295
140;29;17910
140;29;0
140;29;1251618
140;29;49677
140;29;17383
140;29;527
140;29;0
140;3;1287450
140;3;18518
140;3;0
140;3;1237082
140;3;50368
140;3;17938
140;3;580
140;3;0
140;30;1293524
140;30;18406
140;30;0
140;30;1243443
140;30;50081
140;30;17902
140;30;504
140;30;0
140;31;1267642
140;31;18211
140;31;0
140;31;1218006
140;31;49636
140;31;17602
140;31;609
140;31;0
140;32;1226096
140;32;16612
140;32;0
140;32;1176943
140;32;49153
140;32;16091
140;32;521
140;32;0
140;33;1191761
140;33;16838
140;33;0
140;33;1142057
140;33;49704
140;33;16269
140;33;569
140;33;0
140;34;1252120
140;34;17537
140;34;0
140;34;1202193
140;34;49927
140;34;16843
140;34;694
140;34;0
140;35;1429853
140;35;19294
140;35;0
140;35;1379602
140;35;50251
140;35;18622
140;35;672
140;35;0
140;36;1202434
140;36;17007
140;36;0
140;36;1152509
140;36;49925
140;36;16460
140;36;547
140;36;0
140;37;1582804
140;37;19792
140;37;0
140;37;1532471
140;37;50333
140;37;19281
140;37;511
140;37;0
140;38;1327177
140;38;17844
140;38;0
140;38;1277060
140;38;50117
140;38;17268
140;38;576
140;38;0
140;39;1268365
140;39;18088
140;39;0
140;39;1218037
140;39;50328
140;39;17545
140;39;543
140;39;0
140;4;1280517
140;4;18084
140;4;0
140;4;1229928
140;4;50589
140;4;17439
140;4;645
140;4;0
140;5;1221327
140;5;17630
140;5;0
140;5;1171630
140;5;49697
140;5;17051
140;5;579
140;5;0
140;6;1275000
140;6;17644
140;6;0
140;6;1224657
140;6;50343
140;6;17040
140;6;604
140;6;0
140;7;1281403
140;7;18071
140;7;0
140;7;1231136
140;7;50267
140;7;17489
140;7;582
140;7;0
140;8;1330695
140;8;19063
140;8;0
140;8;1280618
140;8;50077
140;8;18562
140;8;501
140;8;0
140;9;1324924
140;9;17806
140;9;0
140;9;1275057
140;9;49867
140;9;17277
140;9;529
140;9;0
160;0;1625938
160;0;20516
160;0;0
160;0;1564668
160;0;61270
160;0;19905
160;0;611
160;0;0
160;1;1760253
160;1;21414
160;1;0
160;1;1698394
160;1;61859
160;1;20825
160;1;589
160;1;0
160;10;1499417
160;10;18953
160;10;0
160;10;1439068
160;10;60349
160;10;18425
160;10;528
160;10;0
160;11;1631762
160;11;20183
160;11;0
160;11;1571360
160;11;60402
160;11;19596
160;11;587
160;11;0
160;12;1706401
160;12;21074
160;12;0
160;12;1644475
160;12;61926
160;12;20490
160;12;584
160;12;0
160;13;1503804
160;13;18710
160;13;0
160;13;1443473
160;13;60331
160;13;18102
160;13;608
160;13;0
160;14;1731991
160;14;21513
160;14;0
160;14;1671572
160;14;60419
160;14;20944
160;14;569
160;14;0
160;15;1663127
160;15;20734
160;15;0
160;15;1601653
160;15;61474
160;15;20115
160;15;619
160;15;0
160;16;1821863
160;16;21829
160;16;0
160;16;1760660
160;16;61203
160;16;21297
160;16;532
160;16;0
160;17;1757761
160;17;20896
160;17;0
160;17;1696486
160;17;61275
160;17;20353
160;17;543
160;17;0
160;18;1624161
160;18;19366
160;18;0
160;18;1563430
160;18;60731
160;18;18809
160;18;557
160;18;0
160;19;1621840
160;19;20173
160;19;0
160;19;1560784
160;19;61056
160;19;19595
160;19;578
160;19;0
160;2;1579964
160;2;19904
160;2;0
160;2;1519066
160;2;60898
160;2;19338
160;2;566
160;2;0
160;20;1726666
160;20;21015
160;20;0
160;20;1665703
160;20;60963
160;20;20461
160;20;554
160;20;0
160;21;1686504
160;21;21069
160;21;0
160;21;1625776
160;21;60728
160;21;20281
160;21;788
160;21;0
160;22;1792789
160;22;22373
160;22;0
160;22;1730438
160;22;62351
160;22;21740
160;22;633
160;22;0
160;23;1735812
160;23;21279
160;23;0
160;23;1675134
160;23;60678
160;23;20668
160;23;611
160;23;0
160;24;1543245
160;24;19093
160;24;0
160;24;1481945
160;24;61300
160;24;18538
160;24;555
160;24;0
160;25;1749285
160;25;21456
160;25;0
160;25;1687805
160;25;61480
160;25;20820
160;25;636
160;25;0
160;26;1676231
160;26;20405
160;26;0
160;26;1614561
160;26;61670
160;26;19860
160;26;545
160;26;0
160;27;1612739
160;27;20165
160;27;0
160;27;1553166
160;27;59573
160;27;19592
160;27;573
160;27;0
160;28;1629587
160;28;21017
160;28;0
160;28;1568944
160;28;60643
160;28;20419
160;28;598
160;28;0
160;29;1748886
160;29;20135
160;29;0
160;29;1687702
160;29;61184
160;29;19576
160;29;559
160;29;0
160;3;1813139
160;3;22474
160;3;0
160;3;1751667
160;3;61472
160;3;21795
160;3;679
160;3;0
160;30;1701594
160;30;20639
160;30;0
160;30;1639849
160;30;61745
160;30;19996
160;30;643
160;30;0
160;31;1763406
160;31;22350
160;31;0
160;31;1701832
160;31;61574
160;31;21774
160;31;576
160;31;0
160;32;1756306
160;32;20866
160;32;0
160;32;1695159
160;32;61147
160;32;20272
160;32;594
160;32;0
160;33;1684519
160;33;21023
160;33;0
160;33;1623643
160;33;60876
160;33;20305
160;33;718
160;33;0
160;34;1649963
160;34;19778
160;34;0
160;34;1589086
160;34;60877
160;34;19199
160;34;579
160;34;0
160;35;1610762
160;35;20020
160;35;0
160;35;1549588
160;35;61174
160;35;19429
160;35;591
160;35;0
160;36;1699342
160;36;21054
160;36;0
160;36;1638589
160;36;60753
160;36;20495
160;36;559
160;36;0
160;37;1673189
160;37;20670
160;37;0
160;37;1611520
160;37;61669
160;37;20068
160;37;602
160;37;0
160;38;1608591
160;38;20170
160;38;0
160;38;1547762
160;38;60829
160;38;19632
160;38;538
160;38;0
160;39;1605306
160;39;19681
160;39;0
160;39;1544560
160;39;60746
160;39;19121
160;39;560
160;39;0
160;4;1731937
160;4;20822
160;4;0
160;4;1669357
160;4;62580
160;4;20217
160;4;605
160;4;0
160;5;1576436
160;5;19355
160;5;0
160;5;1515987
160;5;60449
160;5;18699
160;5;656
160;5;0
160;6;1684078
160;6;20864
160;6;0
160;6;1623252
160;6;60826
160;6;20228
160;6;636
160;6;0
160;7;1760116
160;7;21306
160;7;0
160;7;1698589
160;7;61527
160;7;20604
160;7;702
160;7;1
160;8;1604395
160;8;20051
160;8;0
160;8;1544093
160;8;60302
160;8;19505
160;8;546
160;8;0
160;9;1632496
160;9;20041
160;9;0
160;9;1570943
160;9;61553
160;9;19446
160;9;595
160;9;0
180;0;2166414
180;0;22906
180;0;0
180;0;2094571
180;0;71843
180;0;22244
180;0;662
180;0;0
180;1;2120919
180;1;23545
180;1;0
180;1;2048008
180;1;72911
180;1;22881
180;1;664
180;1;0
180;10;2074420
180;10;23121
180;10;0
180;10;2001951
180;10;72469
180;10;22510
180;10;611
180;10;0
180;11;2187453
180;11;23400
180;11;0
180;11;2113735
180;11;73718
180;11;22766
180;11;634
180;11;0
180;12;2042364
180;12;21955
180;12;0
180;12;1969674
180;12;72690
180;12;21305
180;12;650
180;12;0
180;13;1952172
180;13;21342
180;13;0
180;13;1880231
180;13;71941
180;13;20656
180;13;686
180;13;0
180;14;2112220
180;14;24094
180;14;0
180;14;2038883
180;14;73337
180;14;23461
180;14;633
180;14;0
180;15;2141218
180;15;23383
180;15;0
180;15;2069240
180;15;71978
180;15;22788
180;15;595
180;15;0
180;16;2018729
180;16;22491
180;16;0
180;16;1946763
180;16;71966
180;16;21886
180;16;605
180;16;0
180;17;1995583
180;17;22724
180;17;0
180;17;1923414
180;17;72169
180;17;22148
180;17;576
180;17;0
180;18;2178148
180;18;23792
180;18;0
180;18;2105866
180;18;72282
180;18;23211
180;18;581
180;18;0
180;19;2206696
180;19;23724
180;19;0
180;19;2134462
180;19;72234
180;19;23087
180;19;637
180;19;0
180;2;1943660
180;2;21787
180;2;0
180;2;1871431
180;2;72229
180;2;21186
180;2;601
180;2;0
180;20;2237998
180;20;24515
180;20;0
180;20;2165471
180;20;72527
180;20;23906
180;20;609
180;20;0
180;21;1951705
180;21;22485
180;21;0
180;21;1880297
180;21;71408
180;21;21832
180;21;653
180;21;0
180;22;2208364
180;22;23317
180;22;0
180;22;2135458
180;22;72906
180;22;22723
180;22;594
180;22;0
180;23;1973591
180;23;22181
180;23;0
180;23;1900383
180;23;73208
180;23;21517
180;23;664
180;23;0
180;24;2036604
180;24;22899
180;24;0
180;24;1964527
180;24;72077
180;24;22232
180;24;667
180;24;0
180;25;2191008
180;25;23470
180;25;0
180;25;2117791
180;25;73217
180;25;22870
180;25;600
180;25;0
180;26;2076198
180;26;21845
180;26;0
180;26;2004924
180;26;71274
180;26;21290
180;26;555
180;26;0
180;27;1951992
180;27;21102
180;27;0
180;27;1880235
180;27;71757
180;27;20554
180;27;548
180;27;0
180;28;2063571
180;28;21913
180;28;0
180;28;1992138
180;28;71433
180;28;21306
180;28;607
180;28;0
180;29;2257200
180;29;24116
180;29;0
180;29;2185336
180;29;71864
180;29;23497
180;29;619
180;29;0
180;3;2307550
180;3;24037
180;3;0
180;3;2235132
180;3;72418
180;3;23428
180;3;609
180;3;1
180;30;2034124
180;30;22571
180;30;0
180;30;1961536
180;30;72588
180;30;21952
180;30;619
180;30;0
180;31;2048008
180;31;21778
180;31;0
180;31;1976858
180;31;71150
180;31;21165
180;31;613
180;31;0
180;32;2302743
180;32;24211
180;32;0
180;32;2230218
180;32;72525
180;32;23644
180;32;567
180;32;0
180;33;2037273
180;33;23070
180;33;0
180;33;1964639
180;33;72634
180;33;22337
180;33;733
180;33;0
180;34;2125017
180;34;23428
180;34;0
180;34;2051965
180;34;73052
180;34;22841
180;34;587
180;34;0
180;35;2019090
180;35;23090
180;35;0
180;35;1946447
180;35;72643
180;35;22493
180;35;597
180;35;0
180;36;2030691
180;36;22502
180;36;0
180;36;1959143
180;36;71548
180;36;21853
180;36;649
180;36;0
180;37;2131661
180;37;23301
180;37;0
180;37;2059063
180;37;72598
180;37;22726
180;37;575
180;37;0
180;38;2124830
180;38;22653
180;38;0
180;38;2052275
180;38;72555
180;38;22005
180;38;648
180;38;0
180;39;1981844
180;39;22395
180;39;0
180;39;1907561
180;39;74283
180;39;21670
180;39;725
180;39;0
180;4;2056735
180;4;22657
180;4;0
180;4;1984163
180;4;72572
180;4;22090
180;4;567
180;4;0
180;5;2024442
180;5;22598
180;5;0
180;5;1951957
180;5;72485
180;5;21875
180;5;723
180;5;0
180;6;1991249
180;6;21687
180;6;0
180;6;1918994
180;6;72255
180;6;21059
180;6;628
180;6;0
180;7;2190521
180;7;23512
180;7;0
180;7;2117193
180;7;73328
180;7;22859
180;7;653
180;7;0
180;8;2138956
180;8;22968
180;8;0
180;8;2066421
180;8;72535
180;8;22292
180;8;676
180;8;0
180;9;2111244
180;9;23202
180;9;0
180;9;2038519
180;9;72725
180;9;22528
180;9;674
180;9;0
20;0;35228
20;0;3571
20;0;0
20;0;31991
20;0;3237
20;0;3351
20;0;220
20;0;0
20;1;40075
20;1;3627
20;1;0
20;1;36966
20;1;3109
20;1;3398
20;1;229
20;1;0
20;10;40855
20;10;3732
20;10;0
20;10;37689
20;10;3166
20;10;3488
20;10;244
20;10;0
20;11;38291
20;11;3226
20;11;0
20;11;35160
20;11;3131
20;11;2961
20;11;265
20;11;0
20;12;35085
20;12;3058
20;12;0
20;12;32092
20;12;2993
20;12;2847
20;12;211
20;12;0
20;13;35319
20;13;3091
20;13;0
20;13;32270
20;13;3049
20;13;2876
20;13;215
20;13;0
20;14;38931
20;14;3518
20;14;0
20;14;35689
20;14;3242
20;14;3277
20;14;241
20;14;0
20;15;38931
20;15;3518
20;15;0
20;15;35689
20;15;3242
20;15;3277
20;15;241
20;15;0
20;16;39739
20;16;3559
20;16;0
20;16;36693
20;16;3046
20;16;3355
20;16;204
20;16;0
20;17;34172
20;17;3077
20;17;0
20;17;31052
20;17;3120
20;17;2840
20;17;237
20;17;0
20;18;34225
20;18;3119
20;18;0
20;18;31162
20;18;3063
20;18;2862
20;18;257
20;18;0
20;19;38031
20;19;3401
20;19;0
20;19;34896
20;19;3135
20;19;3187
20;19;214
20;19;0
20;2;35912
20;2;3282
20;2;0
20;2;32633
20;2;3279
20;2;3013
20;2;269
20;2;0
20;20;35090
20;20;3009
20;20;0
20;20;31948
20;20;3142
20;20;2767
20;20;242
20;20;0
20;21;36297
20;21;3176
20;21;0
20;21;33035
20;21;3262
20;21;2925
20;21;251
20;21;0
20;22;37483
20;22;3328
20;22;0
20;22;34437
20;22;3046
20;22;3133
20;22;195
20;22;0
20;23;40222
20;23;3411
20;23;0
20;23;37170
20;23;3052
20;23;3196
20;23;215
20;23;0
20;24;35907
20;24;3055
20;24;0
20;24;32727
20;24;3180
20;24;2765
20;24;290
20;24;0
20;25;41173
20;25;3610
20;25;0
20;25;38126
20;25;3047
20;25;3370
20;25;240
20;25;0
20;26;44233
20;26;3832
20;26;0
20;26;41008
20;26;3225
20;26;3599
20;26;233
20;26;0
20;27;40288
20;27;3214
20;27;0
20;27;37272
20;27;3016
20;27;2974
20;27;240
20;27;0
20;28;41173
20;28;3610
20;28;0
20;28;38126
20;28;3047
20;28;3370
20;28;240
20;28;0
20;29;43086
20;29;3662
20;29;0
20;29;39871
20;29;3215
20;29;3441
20;29;221
20;29;0
20;3;44780
20;3;3903
20;3;0
20;3;41607
20;3;3173
20;3;3604
20;3;299
20;3;0
20;30;36359
20;30;3071
20;30;0
20;30;33250
20;30;3109
20;30;2863
20;30;208
20;30;0
20;31;41844
20;31;3573
20;31;0
20;31;38734
20;31;3110
20;31;3354
20;31;219
20;31;0
20;32;37508
20;32;3559
20;32;0
20;32;34517
20;32;2991
20;32;3338
20;32;221
20;32;0
20;33;40563
20;33;3754
20;33;0
20;33;37456
20;33;3107
20;33;3525
20;33;229
20;33;0
20;34;35944
20;34;3102
20;34;0
20;34;32881
20;34;3063
20;34;2897
20;34;205
20;34;0
20;35;30885
20;35;2632
20;35;0
20;35;27914
20;35;2971
20;35;2428
20;35;204
20;35;0
20;36;36379
20;36;3138
20;36;0
20;36;33444
20;36;2935
20;36;2904
20;36;234
20;36;0
20;37;37606
20;37;3204
20;37;0
20;37;34404
20;37;3202
20;37;2981
20;37;223
20;37;0
20;38;36701
20;38;3481
20;38;0
20;38;33600
20;38;3101
20;38;3277
20;38;204
20;38;0
20;39;34762
20;39;3002
20;39;0
20;39;31488
20;39;3274
20;39;2751
20;39;251
20;39;0
20;4;38445
20;4;3245
20;4;0
20;4;35217
20;4;3228
20;4;3004
20;4;241
20;4;0
20;5;38931
20;5;3518
20;5;0
20;5;35689
20;5;3242
20;5;3277
20;5;241
20;5;0
20;6;38931
20;6;3518
20;6;0
20;6;35689
20;6;3242
20;6;3277
20;6;241
20;6;0
20;7;36789
20;7;3499
20;7;0
20;7;33679
20;7;3110
20;7;3258
20;7;241
20;7;0
20;8;35085
20;8;3058
20;8;0
20;8;32092
20;8;2993
20;8;2847
20;8;211
20;8;0
20;9;38931
20;9;3518
20;9;0
20;9;35689
20;9;3242
20;9;3277
20;9;241
20;9;0
200;0;2716557
200;0;26802
200;0;0
200;0;2632369
200;0;84188
200;0;25970
200;0;832
200;0;0
200;1;2532209
200;1;24933
200;1;0
200;1;2447577
200;1;84632
200;1;24299
200;1;634
200;1;0
200;10;2453068
200;10;25045
200;10;0
200;10;2369771
200;10;83297
200;10;24395
200;10;650
200;10;0
200;11;2575461
200;11;25291
200;11;0
200;11;2491140
200;11;84321
200;11;24581
200;11;710
200;11;0
200;12;2827026
200;12;27733
200;12;0
200;12;2742064
200;12;84962
200;12;26935
200;12;798
200;12;0
200;13;2494453
200;13;24739
200;13;0
200;13;2410639
200;13;83814
200;13;24154
200;13;585
200;13;0
200;14;2449584
200;14;23973
200;14;0
200;14;2365231
200;14;84353
200;14;23296
200;14;677
200;14;0
200;15;2467112
200;15;25464
200;15;0
200;15;2381677
200;15;85435
200;15;24675
200;15;789
200;15;0
200;16;2440192
200;16;23889
200;16;0
200;16;2355426
200;16;84766
200;16;23195
200;16;694
200;16;0
200;17;2816141
200;17;26002
200;17;0
200;17;2731505
200;17;84636
200;17;25265
200;17;737
200;17;0
200;18;2583380
200;18;25543
200;18;0
200;18;2498533
200;18;84847
200;18;24906
200;18;637
200;18;0
200;19;2617117
200;19;26279
200;19;0
200;19;2531900
200;19;85217
200;19;25619
200;19;660
200;19;0
200;2;2655249
200;2;25537
200;2;0
200;2;2571571
200;2;83678
200;2;24885
200;2;652
200;2;0
200;20;2672872
200;20;26027
200;20;0
200;20;2589427
200;20;83445
200;20;25439
200;20;588
200;20;0
200;21;2569714
200;21;25196
200;21;0
200;21;2485308
200;21;84406
200;21;24542
200;21;654
200;21;0
200;22;2598161
200;22;25424
200;22;0
200;22;2512768
200;22;85393
200;22;24736
200;22;688
200;22;0
200;23;2587244
200;23;25370
200;23;0
200;23;2503088
200;23;84156
200;23;24694
200;23;676
200;23;0
200;24;2516453
200;24;25120
200;24;0
200;24;2431214
200;24;85239
200;24;24484
